common_name,iucn_status_category,population_trend_category,synonyms,missing_seq,suborder,family,subfamily,genus,subgenus,SL_TL_ratio_snoutventtotaillength_ratio,TOTL_mm_totallength_quant,SL_male_mm_snoutventlength_quant,SL_female_mm_snoutventlength_quant,HL_mm_headlength_quant,SE_mm_snouteyelength_quant,BW_mm_bodywidth_quant,FLL_mm_forelimblength_quant,HLL_mm_hindlimblength_quant,presacral_vertebrae_count,costal_grooves_count,subdigitalpad_binary,webbed_toes_binary,maxillary_teeth_binary,premaxillary_teeth_binary,vomerine_teeth_male_binary,vomerine_teeth_female_binary,elevation_m_maxaltitude_quant,habit_category,habitat_cat_course,toes_count,fingers_count,cvalue_quant,ndiploid_count,HW,Clutch size,Egg size,label,_key,length
Longdong Stream Salamander,EN,decreasing,Batrachuperus_longdongensis,False,Cryptobranchoidea,Hynobiidae,unknown,Batrachuperus,unknown,1.1,265.0,118.0,144.4,28.9,0.0,0.0,0.0,0.0,0,12.5,0,0.0,0,0,0,0,1800.0,aquatic,Aquatic,4.0,4.0,0.0,0.0,24.5,0,3.5,Batrachuperus_londongensis,289,4.92175200000005
Southern Redback Salamander,LC,stable,Plethodon_cinereus_serratus,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,1.0,105.0,40.43,40.43,6.7,3.87,3.33,6.73,7.93,0,19,0,0.0,0,0,5,5,1686.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,7,4.5,Plethodon_serratus,290,11.0745130000001
Marbled Newt,LC,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Triturus,unknown,1.15,160.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,0,0,0.0,0,0,0,0,2100.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,23.57666667,24.0,0.0,380,2.0,Triturus_marmoratus,291,2.97616100000005
Eastern Georgia Slimy Salamander,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.07,139.0,69.0,69.0,15,0.0,0.0,13.0,16.0,0,15.5,0,0.0,0,0,11,11,101.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.0,0,0.0,Plethodon_savannah,292,0.942719000000052
Gregarious Slender Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.75,107.0,42.5,42.5,0,0.0,0.0,0.0,0.0,0,17.5,0,0.0,0,0,0,0,899.0,0,0,0.0,0.0,28.08,0.0,0.0,0,0.0,Batrachoseps_gregarius,293,6.83748300000008
Italian Newt,LC,decreasing,Triturus_italicus,False,Salamandroidea,Salmandridae,Pleurodelinae,Lissotriton,unknown,1.08,80.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1525.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,22.0,0.0,0.0,400,1.5,Lissotriton_italicus,294,21.2978140000001
Chinese Salamander,EN,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.1,180.8,94.9,94.9,23.2,0.0,0.0,23.6,27.5,0,11,0,0.0,0,0,P,P,2000.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,56.0,20.1,0,0.0,Hynobius_chinensis,295,4.70656500000005
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Chiropterotriton,unknown,1.2,49.34,27.0,27.0,4.2,2.92,3.04,5.33,5.49,0,0,0,0.0,0,0,0,0,2700.0,0,0,5.0,4.0,27.8,26.0,0.0,0,0.0,Chiropterotriton_dimidiatus,296,30.9830660000001
Frosted Flatwoods Salamander,VU,decreasing,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,0.65,135.0,50.49,52.34,12.6,5.55,5.9,14.5,15.7,0,14.6,0,0.0,0,0,0,0,100.0,semiaquatic,Semiaquatic,5.0,4.0,29.5,0.0,7.4,225,0.0,Ambystoma_cingulatum,297,19.3366210000001
unknown,LC,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,0.63,130.0,54.0,54.0,7.97,5.9,5.97,11.83,11.97,0,0,0,1.0,0,0,0,0,1250.0,0,0,0.0,0.0,53.9,26.0,0.0,0,0.0,Bolitoglossa_colonnea,298,16.337952
Stream Salamander,VU,decreasing,Batrachuperus_cochranae,False,Cryptobranchoidea,Hynobiidae,unknown,Batrachuperus,unknown,1.3,180.25,105.15,105.15,28.15,11.125,15.3,24.65,30.6,17,12,0,0.0,0,0,P,P,4000.0,aquatic,Aquatic,4.0,4.0,0.0,66.0,14.4,23,3.7,Batrachuperus_pinchonii,299,4.92175200000005
unknown,EN,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,0.0,119.44,62.6,61.4,0,0.0,0.0,0.0,0.0,0,13.5,0,0.0,0,0,0,0,0.0,0,0,4.5,4.0,0.0,56.0,0.0,0,0.0,Hynobius_yangi,300,5.89380800000002
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,oaxakia,1.1,101.6,53.87,53.87,8.03,6.27,5.5,11.7,12.63,0,0,0,1.0,0,0,0,0,1050.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_riletti,301,6.87958700000008
Siberian Newt,LC,stable,Hynobius_michnoi; Isodactylium_schrenckii; Isodactylium_wosnessenskyi,False,Cryptobranchoidea,Hynobiidae,unknown,Salamandrella,unknown,0.0,77.85,45.7,45.7,9.1,6.0,6.6,11.7,11.55,17,0,0,0.0,0,0,0,0,0.0,0,0,4.0,4.0,24.62,62.0,0.0,0,0.0,Salamandrella_keyserlingii,302,27.9319580000001
unknown,NT,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,oaxakia,1.2,100.38,55.83,55.83,7.95,6.0,6.35,11.42,11.97,0,0,0,1.0,0,0,0,0,825.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_hermosa,303,6.87958700000008
Dusky Salamander,LC,stable,Desmognathus_fuscus_fuscus,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,1.18,141.0,50.69,50.69,9.89,6.13,6.35,9.44,13.53,0,14,0,0.0,0,0,0,7,1430.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,16.166,28.0,8.0,24,4.5,Desmognathus_fuscus,304,9.23481000000008
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.56,210.0,75.0,75.0,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,710.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Oedipina_gracilis,305,8.10466600000008
Corsican Fire Salamander,LC,stable,Salamandra_salamandra_ssp._corsica; Salamandra_salamandra_corsica,False,Salamandroidea,Salmandridae,Salamandrinae,Salamandra,unknown,1.6,250.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,12,0,0.0,0,0,0,0,1800.0,troglodytic-terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,vivi,0.0,Salamandra_corsica,306,5.46236800000008
Western Slimy Salamander,LC,stable,Plethodon_glutinosus_albagula,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.16,138.56,74.64,74.64,12.32,8.02,8.16,16.12,18.44,0,16,0,0.0,0,0,P,P,0.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,0.0,0.0,0.0,18,0.0,Plethodon_albagula,307,3.09639500000002
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Chiropterotriton,unknown,0.66,96.0,48.0,48.0,6.42,4.36,4.27,7.78,8.8,0,0,0,0.0,0,0,0,0,1800.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Chiropterotriton_multidentatus,308,3.22400900000008
Goebel's Salamander,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.12,123.0,52.74,52.74,8.86,5.92,6.44,12.42,14.16,0,13,0,1.0,1,1,1,1,3200.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.0,0,0.0,Pseudoeurycea_goebeli,309,5.918104
Wushan Salamander,NT,decreasing,Ranodon_shihi,False,Cryptobranchoidea,Hynobiidae,unknown,Liua,unknown,1.0,200.0,74.5,74.5,15.85,9.3,10.45,19.45,23.95,16.5,0,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Liua_shihi,310,7.87470900000008
Hellbender,NT,decreasing,unknown,False,Cryptobranchoidea,Cryptobranchidae,unknown,Cryptobranchus,unknown,0.47,476.81199999999995,308.5,308.5,61.65,27.537,49.925,45.35,55.586999999999996,0,0,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,55.0,60.0,0.0,0,0.0,Cryptobranchus_alleganiensis,311,42.8569750000001
Crocodile Newt,LC,unknown,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,1.0,175.0,74.8,74.8,16.8,10.3,11.675,24.0,26.175,0,0,0,0.0,0,0,0,0,3000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,24.49,24.0,15.7,400,2.0,Tylototriton_verrucosus,312,5.53223300000005
Southern Dusky Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,0.96,163.0,56.64,56.64,10,6.08,6.06,8.59,13.04,0,14,0,0.0,0,0,0,6,75.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,8.5,20,0.0,Desmognathus_auriculatus,313,9.23481000000008
Southern Zigzag Salamander,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,welleri,1.3,76.59,41.16,41.16,6.48,3.9,3.21,7.08,8.7,19,18.5,0,1.0,0,0,6,6,549.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,4.5,0,0.0,Plethodon_ventralis,314,6.78142100000011
unknown,EN,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Cryptotriton,unknown,0.79,59.0,26.0,26.0,5.15,1.7,3.0,5.5,6.3,0,0,0,0.0,0,0,0,0,1560.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Cryptotriton_alvarezdeltoroi,315,18.0422270000001
Arboreal Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,unknown,1.18,143.0,79.31,79.31,17.1,9.66,10.7,20.36,23.16,0,14-16,0,0.0,8,1,8,8,1500.0,"Terrestrial, Arboreal",Terrestrial,5.0,4.0,42.77,28.0,13.0,24,7.0,Aneides_lugubris,316,22.7880300000001
Weller's Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,welleri,1.17,79.0,42.7,42.7,10,4.1,3.78,7.77,9.74,0,16,0,1.0,0,0,6,6,1737.0,Terrestrial,Terrestrial,5.0,4.0,22.6,28.0,10.5,10,5.6,Plethodon_welleri,317,13.3693030000001
Ezo Salamander,LC,stable,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,0.74,200.0,85.0,85.0,13,0.0,0.0,0.0,0.0,15,11,0,0.0,0,0,P,P,1000.0,semiaquatic,Semiaquatic,5.0,4.0,16.16,40.0,0.0,150,0.0,Hynobius_retardatus,318,21.2129580000001
Guangxi Warty Newt,EN,decreasing,Paramesotriton_guanxiensis,True,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.17,139.5,75.5,71.0,22.8,0.0,0.0,23.1,19.9,0,0,0,0.0,0,0,0,0,470.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,17.2,0,0.0,Paramesotriton_guangxiensis,319,4.50260700000005
Jemez Mountains Salamander,NT,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,neomexicanus,1.09,118.62,62.05,62.05,9.96,5.24,4.79,9.86,11.23,0,18,0,1.0,0,0,11,11,2900.0,Terrestrial,Terrestrial,5.0,4.0,30.7,28.0,8.9,12,7.3,Plethodon_neomexicanus,320,29.7523100000001
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,bolitoglossa,0.0,188.0,57.6,57.6,9.2,6.49,7.21,12.18,12.78,0,0,0,1.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_flaviventris,321,16.3426300000001
unknown,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Chiropterotriton,unknown,0.0,66.0,27.0,35.0,0,0.0,0.0,0.0,0.0,0,13,0,0.0,P,0,P,P,2000.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Chiropterotriton_terrestris,322,23.5465550000001
Chisholm Trail Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.85,57.0,37.99,37.99,0,0.0,0.0,0.0,0.0,18,15.5,0,0.0,0,18,0,0,193.0,Aquatic,Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0,Eurycea_chisholmensis,323,1.02840300000005
unknown,DD,unknown,Hynobius_quelpartensis,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.1,131.68,66.6,67.6,0,0.0,0.0,0.0,0.0,0,13,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,56.0,0.0,0,0.0,Hynobius_quelpaertensis,324,9.10018900000002
Townsend's Dwarf Salamander,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Parvimolge,unknown,0.495,39.1,19.34,19.34,4.17,2.24,2.13,3.99,4.1,0,13,0,1.0,1,1,1,1,1524.0,Terrestrial,Terrestrial,5.0,4.0,20.8,0.0,0.0,0,0.0,Parvimolge_townsendi,325,33.035826
Blackbelly Slender Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.33,430.0,47.0,47.0,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,2260.0,0,0,0.0,0.0,30.17,0.0,0.0,0,0.0,Batrachoseps_nigriventris,326,3.14540500000008
unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,1.0,122.0,61.0,61.0,9.53,7.0,6.93,14.2,15.0,0,0,0,1.0,0,0,0,0,2240.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_longissima,327,14.3392530000001
Berry Cave Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Gyrinophilus,unknown,1.4,227.0,122.0,122.0,27.9,0.0,0.0,25.0,28.0,18,17.5,0,0.0,0,27,0,0,300.0,troglodytic-aquatic,Aquatic,5.0,4.0,0.0,0.0,25.5,0,0.0,Gyrinophilus_gulolineatus,328,1.78604400000008
Smallmouth Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.3,190.0,71.85,71.85,15,6.44,8.94,14.75,18.24,0,14.5,0,0.0,0,0,12,12,260.0,semiaquatic,Semiaquatic,5.0,4.0,25.17,28.0,11.0,19,2.5,Ambystoma_texanum,329,5.67088800000005
Black Knobby Newt,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,1.0,144.0,72.0,72.0,16.7,0.0,0.0,21.0,22.2,14,0,0,0.0,0,0,0,0,1700.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,24.0,18.0,52,3.4,Tylototriton_asperrimus,330,11.6606000000001
Scottbar Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,elongatus,1.18,135.0,60.7,67.2,17.9,2.2,0.0,12.5,15.9,0,17,0,0.0,1,1,15,15,1300.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.2,0,0.0,Plethodon_asupak,331,14.1017140000001
Sword-tailed Newt,EN,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Cynops,unknown,0.95,156.0,80.0,80.0,13.74,8.68,9.02,20.56,20.56,0,13,0,0.0,0,0,0,0,2043.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,43.7,0.0,0.0,0,0.0,Cynops_ensicauda,332,13.07375
unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Chiropterotriton,unknown,0.64,94.0,37.0,37.0,5.02,4.0,3.56,7.52,7.96,0,0,0,0.0,0,0,0,0,2100.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Chiropterotriton_arboreus,333,28.3744540000001
Arouss Al Ayn,NT,decreasing,Salamandra_salamandra_ssp._infraimmaculata; Salamandra_salamandra_infraimmaculata; Salamandra_semenovi,False,Salamandroidea,Salmandridae,Salamandrinae,Salamandra,unknown,1.2,320.0,113.0,113.0,29,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1800.0,Terrestrial,Terrestrial,5.0,4.0,39.3,0.0,21.0,vivi,0.0,Salamandra_infraimmaculata,334,7.35559700000008
Gabilan Mountains Slender Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.44,165.0,66.0,66.0,0,0.0,0.0,0.0,0.0,0,20.5,0,0.0,0,0,0,0,880.0,0,0,0.0,0.0,26.82,0.0,0.0,0,0.0,Batrachoseps_gavilanensis,335,12.8584550000001
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Cryptotriton,unknown,0.0,61.46,35.0,35.0,5.54,3.7,3.44,6.44,6.9,0,0,0,0.0,0,0,0,0,2200.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Cryptotriton_nasalis,336,14.5084240000001
Coeur D'Alene Salamander,LC,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,vandykei,1.29,89.1,48.0,48.0,8.65,4.85,4.35,9.95,11.6,0,13.5,0,1.0,0,0,10,10,1500.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,8.0,12,0.0,Plethodon_idahoensis,337,6.43779600000008
Cheoah Bald Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.2,135.0,58.88,58.88,9.24,6.22,6.0,13.26,16.34,0,16,0,0.0,0,0,14,14,1543.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0,Plethodon_cheoah,338,3.67014800000002
Coast Range Newt,LC,unknown,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Taricha,unknown,0.85,200.0,81.0,81.0,22,10.62,11.76,26.35,27.43,0,0,0,0.0,0,0,0,0,2000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,31.6775,22.0,19.0,23,2.8,Taricha_torosa,339,5.21609500000008
Tellico Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.25,151.0,67.0,67.0,0,0.0,0.0,0.0,0.0,0,19,0,0.0,0,0,0,0,1622.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0,Plethodon_aureolus,340,2.17469300000002
unknown,NT,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Chiropterotriton,unknown,1.1,96.64,50.0,50.0,8.9,5.3,5.11,9.85,11.37,0,0,0,0.0,0,0,0,0,3000.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Chiropterotriton_priscus,341,23.5465550000001
Shenandoah Mountain Salamander,NT,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,0.87,129.0,57.0,57.0,10,0.0,0.0,9.0,11.0,0,20,0,0.0,0,0,11,11,1200.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.0,5,0.0,Plethodon_virginia,342,4.35900900000008
unknown,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.62,151.0,58.0,58.0,0,0.0,0.0,0.0,0.0,0,19.5,0,1.0,0,0,0,0,880.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Oedipina_alleni,343,11.7718360000001
Austin Blind Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.2,81.0,35.6,35.6,8.6,0.0,5.7,8.8,11.2,0,12,0,0.0,0,0,0,0,150.0,aquatic,Aquatic,5.0,4.0,0.0,0.0,7.3,0,0.0,Eurycea_waterlooensis,344,2.75721600000005
Western Redback Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,vehiculum,1.1,101.94,55.47,55.47,10,5.23,4.8,9.93,12.07,0,16,0,1.0,0,0,7,7,1250.0,Terrestrial,Terrestrial,5.0,4.0,37.935,28.0,7.0,16,5.0,Plethodon_vehiculum,345,15.0411270000001
Persian Mountain Salamander,NT,unknown,Batrachuperus_persicus,False,Cryptobranchoidea,Hynobiidae,unknown,Paradactylodon,unknown,0.0,226.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,11.5,0,0.0,0,0,P,P,1500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Paradactylodon_persicus,346,3.81981400000005
unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,1.0,92.0,46.0,46.0,8.42,6.64,6.34,13.4,13.66,0,0,0,1.0,0,0,0,0,2150.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_synoria,347,3.46580500000008
Pygmy Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,1.33,51.0,29.12,29.12,5.96,3.52,2.72,6.0,7.68,0,13.5,0,1.0,0,0,P,P,2082.0,Terrestrial,Terrestrial,5.0,4.0,13.895,0.0,4.0,14,3.5,Desmognathus_wrighti,348,34.0981290000001
Redback Salamander,LC,stable,Plethodon_cinereus_cinereus,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,0.9,125.0,91.0,90.0,7.07,3.87,3.57,6.63,8.1,0,19,0,1.0,0,1,12,12,100.0,Terrestrial,Terrestrial,5.0,4.0,23.02777778,28.0,0.0,14,4.0,Plethodon_cinereus,349,7.90379100000008
Montseny Brook Newt ,CR,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Calotriton,unknown,1.5,102.0,58.6,58.6,15.42,4.05,0.0,15.22,18.27,0,0,0,0.0,0,0,0,0,1200.0,aquatic,Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0,Calotriton_arnoldi,350,10.2093650000001
unknown,VU,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,1.1,131.0,57.0,67.0,7.93,5.95,6.08,11.81,13.15,0,0,1,1.0,1,0,27,27,3620.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_pesrubra,351,6.41079800000002
Fourche Mountain Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.98,178.0,78.0,78.0,15,0.0,0.0,0.0,0.0,17,16,0,0.0,0,0,0,0,730.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,15.0,14,0.0,Plethodon_fourchensis,352,8.07129800000005
"Rose and Bush, 1963",CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.1,85.5,44.8,44.8,0,0.0,0.0,0.0,0.0,0,13,0,0.0,0,0,0,0,0.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,0.0,50,0.0,Eurycea_aquatica,353,1.29641700000005
Siskiyou Mountains Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,elongatus,1.0,140.0,70.0,70.0,0,0.0,0.0,0.0,0.0,0,17,0,0.0,0,0,P,P,1078.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,18,5.2,Plethodon_stormi,354,10.142954
unknown,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.794,74.0,32.0,32.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,1,20,20,1267.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nototriton_stuarti,355,7.59963100000011
Gomez_��s Web-footed Salamander,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,1.1,100.28,49.9,54.5,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1,1,23.5,50.5,2120.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_gomezi,356,7.31956700000002
unknown,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,oaxakia,0.0,0.0,56.0,56.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,1800.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_oaxacensis,357,5.76239000000005
unknown,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,mayamandra,1.3,105.6,51.1,60.0,9.72,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,2000.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_stuarti,358,18.4498070000001
Italian Crested Newt,LC,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Triturus,unknown,1.2,180.0,98.0,89.0,0,0.0,0.0,0.0,0.0,15,0,0,0.0,0,0,0,0,2140.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,26.59333333,24.0,0.0,200,2.0,Triturus_carnifex,359,5.32596800000005
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,1.2,93.3,62.0,62.0,6.04,4.88,4.99,8.64,9.59,0,0,0,1.0,0,0,0,0,2620.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_celaque,360,3.46580500000008
California Tiger Salamander,VU,decreasing,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.1,220.0,102.5,102.5,26,13.3,14.1,27.3,32.4,0,12,0,0.0,0,0,P,P,1200.0,semiaquatic,Semiaquatic,5.0,4.0,32.0,0.0,20.0,1340,3.4,Ambystoma_californiense,361,9.75176300000008
Valley And Ridge Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,0.95,137.0,49.62,49.62,7.58,4.18,3.66,7.58,9.61,0,20.5,0,0.0,0,0,0,0,1402.0,Terrestrial,Terrestrial,5.0,4.0,21.4,28.0,0.0,8,4.0,Plethodon_hoffmani,362,4.35900900000008
Greater Siren,LC,unknown,unknown,False,Sirenoidea,Sirenidae,unknown,Siren,unknown,2.3,980.0,558.0,558.0,72,12.46,18.32,19.96,0.0,0,38,0,0.0,0,1,0,0,100.0,Aquatic,Aquatic,0.0,4.0,56.39666667,52.0,45.0,500,4.0,Siren_lacertina,363,11.0439440000001
