species,common_name,iucn_status_category,population_trend_category,synonyms,missing_seq,suborder,family,subfamily,genus,subgenus,SL_TL_ratio_snoutventtotaillength_ratio,TOTL_mm_totallength_quant,SL_male_mm_snoutventlength_quant,SL_female_mm_snoutventlength_quant,HL_mm_headlength_quant,SE_mm_snouteyelength_quant,BW_mm_bodywidth_quant,FLL_mm_forelimblength_quant,HLL_mm_hindlimblength_quant,presacral_vertebrae_count,costal_grooves_count,subdigitalpad_binary,webbed_toes_binary,maxillary_teeth_binary,premaxillary_teeth_binary,vomerine_teeth_male_binary,vomerine_teeth_female_binary,elevation_m_maxaltitude_quant,habit_category,habitat_cat_course,toes_count,fingers_count,cvalue_quant,ndiploid_count,HW,Clutch size,Egg size
Ambystoma_altamirani,Mountain Stream Salamander,EN,decreasing,unknown,True,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.3,255.0,180.0,180.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,3200.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,0.0,0.0,0,0.0
Ambystoma_amblycephalum,Blunt-headed Salamander,CR,decreasing,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.3,161.0,90.0,93.0,20,0.0,0.0,30.0,33.2,0,11,0,1.0,80,80,37,37,2000.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,0.0,17.5,0,0.0
Ambystoma_andersoni,Anderson's Salamander ,CR,decreasing,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.5,235.0,140.0,140.0,25,0.0,0.0,0.0,0.0,15,14,0,1.0,P,P,79,79,2000.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,0.0,0.0,0,2.3
Ambystoma_annulatum,Ringed Salamander,LC,stable,unknown,True,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.0,235.0,89.3,94.9,17,7.122000000000001,9.456,17.211,20.789,0,15,0,0.0,P,P,11,11,0.0,fossorial,Terrestrial,5.0,4.0,26.01333333,28.0,14.0,45,2.0
Ambystoma_barbouri,Streamside Salamander,NT,decreasing,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.5,170.0,75.267,75.267,10.067,6.1,8.133,14.467,18.8,0,14.5,0,0.0,P,P,60,60,300.0,fossorial-saxicalous,Terrestrial,5.0,4.0,0.0,0.0,0.0,397,3.8
Ambystoma_bishopi,Reticulated Flatwoods Salamander,VU,decreasing,unknown,True,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,0.86,110.51,47.08,51.17,12,0.0,0.0,12.5,13.5,0,14,0,0.0,0,0,0,0,50.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,0.0,6.3,225,0.0
Ambystoma_bombypellum,Delicate-skinned Salamander ,CR,decreasing,unknown,True,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.5,142.0,84.0,84.0,20.5,0.0,0.0,24.3,26.6,0,11.5,0,0.0,P,P,15-17,15-17,2500.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,0.0,0.0,0,0.0
Ambystoma_californiense,California Tiger Salamander,VU,decreasing,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.1,220.0,102.5,102.5,26,13.3,14.1,27.3,32.4,0,12,0,0.0,0,0,P,P,1200.0,semiaquatic,Semiaquatic,5.0,4.0,32.0,0.0,20.0,1340,3.4
Ambystoma_cingulatum,Frosted Flatwoods Salamander,VU,decreasing,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,0.65,135.0,50.49,52.34,12.6,5.55,5.9,14.5,15.7,0,14.6,0,0.0,0,0,0,0,100.0,semiaquatic,Semiaquatic,5.0,4.0,29.5,0.0,7.4,225,0.0
Ambystoma_dumerilii,Lake Patzcuaro Salamander ,CR,decreasing,Siredon_dumerilii,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.0,205.0,122.0,122.0,54,0.0,0.0,49.0,48.0,0,12,0,1.0,P,P,37-38,37-38,1920.0,aquatic,Aquatic,5.0,4.0,0.0,0.0,44.0,0,0.0
Ambystoma_flavipiperatum,Yellow-Peppered Salamander,DD,unknown,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.32,175.0,99.5,99.5,25,5.2,0.0,28.2,32.2,0,13,0,0.0,P,P,74,74,2100.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,0.0,19.5,1451,2.0
Ambystoma_gracile,Northwestern Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.0,220.0,77.867,82.0,17.267,11.933,11.9,27.1,30.133000000000003,0,11,0,0.0,0,0,P,P,3110.0,semiaquatic,Semiaquatic,5.0,4.0,42.0,28.0,0.0,126,3.0
Ambystoma_granulosum,Granular Salamander,CR,decreasing,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.1,170.0,90.0,90.0,20.5,0.0,0.0,32.0,34.0,0,12,0,0.0,48,48,13,13,3000.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,0.0,23.0,0,0.0
Ambystoma_jeffersonianum,Jefferson Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,0.83,210.0,95.0,95.0,16.93,10.07,8.78,21.83,26.62,0,12.5,0,0.0,0,0,P,P,1160.0,semiaquatic,Semiaquatic,5.0,4.0,26.965,28.0,0.0,280,2.5
Ambystoma_laterale,Blue-spotted Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.5,130.0,45.0,52.0,10.2,6.6,6.4,13.4,16.3,0,12,0,0.0,0,0,0,0,1080.0,semiaquatic,Semiaquatic,5.0,4.0,29.2,28.0,0.0,15,0.0
Ambystoma_leorae,Leora's Stream Salamander,CR,decreasing,unknown,True,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,0.82,207.0,98.0,98.0,26,0.0,0.0,30.0,35.0,0,12,0,0.0,25-27,25-27,0,0,3000.0,0,0,5.0,4.0,0.0,0.0,21.0,0,0.0
Ambystoma_lermaense,Lake Lerma Salamander,CR,decreasing,Siredon_lermaensis,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.3,261.0,146.0,146.0,34,0.0,0.0,38.4,47.0,0,11.5,0,0.0,P,P,30-12,30-12,3000.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,0.0,27.0,0,0.0
Ambystoma_mabeei,Mabee's Salamander,LC,decreasing,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,0.85,120.0,66.1,66.1,13,6.75,7.85,15.2,18.95,0,13,0,0.0,0,0,P,P,1350.0,semiaquatic,Semiaquatic,5.0,4.0,25.8,0.0,11.0,0,5.9
Ambystoma_macrodactylum,Long-toed Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,0.94,170.0,60.0,60.0,14,7.837999999999999,6.875,16.438,19.438,0,12.5,0,0.0,0,0,10,10,2700.0,0,0,5.0,4.0,28.72333333,28.0,10.0,345,2.3
Ambystoma_maculatum,Spotted Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,0.7,250.0,103.0,103.0,15.911,9.488999999999999,10.433,18.467,21.344,0,12,0,0.0,0,0,0,0,700.0,semiaquatic,Semiaquatic,5.0,4.0,33.02571429,28.0,0.0,250,3.0
Ambystoma_mavortium,Barred tiger salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.2,300.0,110.0,110.0,26,13.04,16.42,28.09,32.88,0,12.5,0,0.0,0,0,P,P,1400.0,semiaquatic,Semiaquatic,5.0,4.0,29.7,28.0,20.0,59,0.0
Ambystoma_mexicanum,Axolotl,CR,decreasing,Siredon_mexicana,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.1,300.0,160.0,160.0,45,0.0,0.0,38.0,40.0,0,12.5,0,0.0,P,P,24-32,24-32,2000.0,aquatic,Aquatic,5.0,4.0,34.75,28.0,37.0,600,2.3
Ambystoma_opacum,Marbled Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.2,127.0,65.56,65.56,12.61,8.57,9.34,14.84,18.74,0,11.5,0,0.0,0,0,P,P,700.0,terrestrial,Terrestrial,5.0,4.0,30.69166667,28.0,0.0,200,2.7
Ambystoma_ordinarium,Michoacan Stream Salamander,EN,decreasing,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.1,162.0,86.0,72.5,27.1,16.175,26.0,34.25,35.65,0,11,0,0.0,P,P,27,27,2200.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,0.0,18.8,109,9.9
Ambystoma_rivulare,unknown,DD,unknown,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.0,172.0,87.7,86.0,20,0.0,0.0,29.0,34.0,0,12,0,0.0,31-34,31-34,12,12,2800.0,aquatic,Aquatic,5.0,4.0,0.0,0.0,24.0,30,0.0
Ambystoma_rosaceum,Tarahumara Salamander,LC,unknown,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.2,164.4,76.6,84.8,na,4.0,0.0,17.2,17.0,0,11,0,1.0,30,30,10,10,3750.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,0.0,12.0,30,0.0
Ambystoma_silvense,unknown,DD,unknown,Ambystoma_silvensie; Ambystoma_silvensis,True,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.0,159.0,80.0,80.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,2469.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ambystoma_talpoideum,Mole Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.6,120.0,63.5,63.5,18,9.175,10.7,17.6,24.0,0,10.5,0,0.0,0,0,7,7,700.0,semiaquatic,Semiaquatic,5.0,4.0,29.71,28.0,14.0,99,1.4
Ambystoma_taylori,Taylor's Salamander,CR,decreasing,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.4,200.0,115.0,115.0,28.5,0.0,0.0,0.0,0.0,14,13,0,0.0,15-15,15-15,20-20,20-20,2345.0,0,0,5.0,4.0,0.0,0.0,20.0,0,0.0
Ambystoma_texanum,Smallmouth Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.3,190.0,71.85,71.85,15,6.44,8.94,14.75,18.24,0,14.5,0,0.0,0,0,12,12,260.0,semiaquatic,Semiaquatic,5.0,4.0,25.17,28.0,11.0,19,2.5
Ambystoma_tigrinum,Tiger Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.2,312.0,75.0,75.0,42,0.0,0.0,24.0,26.0,0,12.5,0,0.0,0,0,P,P,3660.0,semiaquatic,Semiaquatic,5.0,4.0,30.7,28.0,37.0,122,3.0
Ambystoma_velasci,Plateau Tiger Salamander,LC,decreasing,Ambystoma_lacustris; Ambystoma_subsalsum,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,0.65,158.72,123.0,123.0,20,10.7,13.38,32.0,35.0,0,13,0,0.0,0,57-51,33-33,33-33,1800.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,0.0,0.0,0,0.0
Amphiuma_means,Two-toed Amphiuma,LC,unknown,unknown,False,Salamandroidea,Amphiumidae,unknown,Amphiuma,unknown,3.0,654.2,404.5,398.1,43.267,19.617,28.116999999999997,9.783,13.95,0,58,0,0.0,0,0,0,0,200.0,aquatic,Aquatic,2.0,2.0,81.90333333,28.0,22.5,354,10.0
Amphiuma_pholeter,One-toed Amphiuma,NT,decreasing,unknown,False,Salamandroidea,Amphiumidae,unknown,Amphiuma,unknown,3.0,212.65,164.75,164.75,12.075,5.725,6.525,2.025,1.85,0,0,0,0.0,0,0,0,0,150.0,aquatic,Aquatic,1.0,1.0,0.0,0.0,0.0,0,0.0
Amphiuma_tridactylum,Three-toed Amphiuma,LC,stable,unknown,False,Salamandroidea,Amphiumidae,unknown,Amphiuma,unknown,3.0,702.3,557.714,557.714,51.786,24.3,32.743,13.543,19.929000000000002,0,62,0,0.0,16-22,16-22,0,0,150.0,aquatic,Aquatic,3.0,3.0,0.0,0.0,37.5,150,7.0
Andrias_davidianus,Chinese Giant Salamander,CR,decreasing,unknown,False,Cryptobranchoidea,Cryptobranchidae,unknown,Andrias,unknown,0.67,1000.0,331.0,331.0,158,32.9,48.3,93.0,125.0,0,13.5,0,1.0,0,0,0,0,4200.0,aquatic,Aquatic,5.0,4.0,50.0,60.0,158.0,600,8.0
Andrias_japonicus,Japanese Giant Salamander,NT,decreasing,unknown,False,Cryptobranchoidea,Cryptobranchidae,unknown,Andrias,unknown,1.5,1500.0,650.0,650.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,100.0,aquatic,Aquatic,5.0,4.0,46.49,60.0,0.0,600,5.0
Aneides_aeneus,Green Salamander,NT,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,unknown,0.83,108.76,49.84,49.84,10.6,6.36,5.01,15.49,17.42,Na,14.5,0,1.0,1,1,9,9,762.0,"arboreal. Saxicalous, terrestrial",Terrestrial,5.0,4.0,43.79666667,28.0,8.0,22,4.5
Aneides_ferreus,Clouded Salamander,NT,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,unknown,1.39,121.18,68.32,68.32,12.9,7.34,6.5,16.7,19.48,0,16.5,0,1.0,4,1,7,7,1525.0,Terrestrial,Terrestrial,5.0,4.0,42.5,28.0,10.0,17,5.0
Aneides_flavipunctatus,Black Salamander,NT,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,unknown,1.17,152.0,65.3,65.3,13.32,6.88,6.6,13.4,15.12,0,14-16,0,1.0,4,1,5,5,1700.0,Terrestrial,Terrestrial,5.0,4.0,44.76666667,28.0,11.0,25,6.4
Aneides_hardii,Sacramento Mountain Salamander,LC,stable,Plethodon_hardii,False,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,unknown,1.2,97.68,54.0,54.0,10.06,5.78,5.46,11.02,12.2,0,14,0,1.0,12,12,6-10,6-10,2743.0,Terrestrial,Terrestrial,5.0,4.0,32.65,28.0,6.0,11,4.3
Aneides_lugubris,Arboreal Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,unknown,1.18,143.0,79.31,79.31,17.1,9.66,10.7,20.36,23.16,0,14-16,0,0.0,8,1,8,8,1500.0,"Terrestrial, Arboreal",Terrestrial,5.0,4.0,42.77,28.0,13.0,24,7.0
Aneides_vagrans,Wandering Salamander,NT,decreasing,Aneides_ferreus,False,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,unknown,1.28,121.18,68.32,68.32,12.9,7.34,6.5,16.7,19.48,0,14-16,0,1.0,4,1,7,7,1700.0,"Terrestrial, Arboreal",Terrestrial,5.0,4.0,0.0,0.0,9.0,0,0.0
Batrachoseps_aridus,unknown,unknown,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.0,0.0,51.0,51.0,0,0.0,0.0,0.0,0.0,0,18,0,0.0,0,0,0,0,961.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Batrachoseps_attenuatus,unknown,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.73,120.0,47.0,47.0,6.09,3.61,3.24,5.83,6.28,0,21.5,0,0.0,0,P,0,0,0.0,0,0,4.0,4.0,40.1275,26.0,0.0,0,0.0
Batrachoseps_campi,Inyo Mountains Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,3.1,110.0,0.0,61.0,0,0.0,0.0,0.0,0.0,0,17,0,0.0,0,0,0,0,2600.0,0,0,0.0,0.0,34.5,0.0,0.0,0,0.0
Batrachoseps_diabolicus,Hell Hollow Slender Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.75,110.0,45.0,45.0,0,0.0,0.0,0.0,0.0,0,19,0,0.0,0,0,0,0,619.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Batrachoseps_gabrieli,San Gabriel Slender Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,3.6,105.5,51.0,51.0,0,0.0,0.0,0.0,0.0,0,18.5,0,0.0,0,P,0,0,2380.0,semiaquatic,Semiaquatic,0.0,0.0,34.93,0.0,0.0,0,0.0
Batrachoseps_gavilanensis,Gabilan Mountains Slender Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.44,165.0,66.0,66.0,0,0.0,0.0,0.0,0.0,0,20.5,0,0.0,0,0,0,0,880.0,0,0,0.0,0.0,26.82,0.0,0.0,0,0.0
Batrachoseps_gregarius,Gregarious Slender Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.75,107.0,42.5,42.5,0,0.0,0.0,0.0,0.0,0,17.5,0,0.0,0,0,0,0,899.0,0,0,0.0,0.0,28.08,0.0,0.0,0,0.0
Batrachoseps_incognitus,San Simeon Slender Salamander,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.769,120.0,48.0,48.0,0,0.0,0.0,0.0,0.0,0,19,0,1.0,0,0,0,0,1000.0,0,0,0.0,0.0,30.62,0.0,0.0,0,0.0
Batrachoseps_kawia,Sequoia Slender Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,1.3,89.0,47.0,47.0,0,0.0,0.0,0.0,0.0,0,19,0,0.0,0,0,0,0,2205.0,0,0,0.0,0.0,33.2,0.0,0.0,0,0.0
Batrachoseps_luciae,Santa Lucia Mountains Slender Salamander,LC,stable,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.5710000000000001,126.5,46.0,46.0,0,0.0,0.0,0.0,0.0,0,18.5,1,1.0,0,0,0,0,0.0,0,0,0.0,0.0,29.68,0.0,0.0,0,0.0
Batrachoseps_major,Garden Slender Salamander,LC,stable,Batrachoseps_aridus,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.76,160.0,53.3,53.3,7.44,4.64,3.62,6.58,7.24,0,19,0,0.0,0,0,0,0,1500.0,0,0,4.0,4.0,31.52,0.0,0.0,0,0.0
Batrachoseps_minor,Lesser Slender Salamander,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.0,0.0,31.0,30.1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Batrachoseps_nigriventris,Blackbelly Slender Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.33,430.0,47.0,47.0,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,2260.0,0,0,0.0,0.0,30.17,0.0,0.0,0,0.0
Batrachoseps_pacificus,Channel Islands Slender Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.78,130.0,70.0,70.0,0,0.0,0.0,0.0,0.0,0,19,0,0.0,0,0,0,0,430.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Batrachoseps_regius,Kings River Slender Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.0,0.0,35.0,35.0,0,0.0,0.0,0.0,0.0,0,18.5,0,0.0,0,0,0,0,2470.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Batrachoseps_relictus,Relictual Slender Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.0,0.0,47.0,47.0,0,0.0,0.0,0.0,0.0,0,17,0,0.0,0,0,0,0,2440.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Batrachoseps_robustus,Kern Plateau Salamander,NT,stable,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.0,100.0,51.9,58.2,0,0.0,0.0,0.0,0.0,0,16.5,0,0.0,0,0,0,0,2800.0,0,0,0.0,0.0,37.1,0.0,0.0,0,0.0
Batrachoseps_simatus,Kern Canyon Slender Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.76,130.0,56.0,56.0,0,0.0,0.0,0.0,0.0,0,20.5,0,0.0,0,0,0,0,1920.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Batrachoseps_stebbinsi,Tehachapi Slender Salamander,VU,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.87,130.0,54.0,57.0,0,0.0,0.0,0.0,0.0,0,18.5,0,1.0,0,0,0,0,1430.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Batrachoseps_wrighti,Oregon Slender Salamander,VU,decreasing,Batrachoseps_wrightorum,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.41,120.0,61.0,61.0,7.7,4.5,3.2,8.0,8.7,0,16.5,0,0.0,0,0,0,0,1430.0,0,0,4.0,4.0,0.0,0.0,0.0,0,0.0
Batrachuperus_karlschmidti,Chiala Mountain Salamander,VU,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Batrachuperus,unknown,0.91,190.0,88.0,90.0,21.5,0.0,0.0,24.5,27.5,0,12,0,0.0,0,0,P,P,4500.0,aquatic,Aquatic,4.0,4.0,0.0,68.0,16.5,0,0.0
Batrachuperus_londongensis,Longdong Stream Salamander,EN,decreasing,Batrachuperus_longdongensis,False,Cryptobranchoidea,Hynobiidae,unknown,Batrachuperus,unknown,1.1,265.0,118.0,144.4,28.9,0.0,0.0,0.0,0.0,0,12.5,0,0.0,0,0,0,0,1800.0,aquatic,Aquatic,4.0,4.0,0.0,0.0,24.5,0,3.5
Batrachuperus_pinchonii,Stream Salamander,VU,decreasing,Batrachuperus_cochranae,False,Cryptobranchoidea,Hynobiidae,unknown,Batrachuperus,unknown,1.3,180.25,105.15,105.15,28.15,11.125,15.3,24.65,30.6,17,12,0,0.0,0,0,P,P,4000.0,aquatic,Aquatic,4.0,4.0,0.0,66.0,14.4,23,3.7
Batrachuperus_tibetanus,Alpine Stream Salamander,VU,decreasing,Batrachuperus_taibaiensis,False,Cryptobranchoidea,Hynobiidae,unknown,Batrachuperus,unknown,0.92,211.0,101.0,96.0,22.1,0.0,0.0,24.5,29.0,0,13,0,0.0,0,0,6,6,4250.0,aquatic,Aquatic,4.0,4.0,0.0,62.0,22.7,25,3.7
Batrachuperus_yenyuanensis,Yenyuan Stream Salamander,VU,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Batrachuperus,unknown,0.76,211.0,91.5,82.2,19,8.5,11.8,26.9,28.7,0,12,0,0.0,0,0,P,P,4400.0,aquatic,Aquatic,4.0,4.0,0.0,68.0,16.7,0,0.0
Bolitoglossa_adspersa,unknown,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,14.2,80.28,75.0,75.0,7.17,5.51,5.34,8.15,9.53,0,0,0,1.0,0,0,0,0,3650.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Bolitoglossa_alberchi,unknown,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,bolitoglossa,0.0,137.9,69.6,97.1,15.8,4.1,0.0,14.8,15.9,0,0,0,1.0,31,2,23,23,1080.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bolitoglossa_altamazonica,unknown,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,0.0,74.69,40.99,40.99,6.65,4.43,4.71,8.08,8.45,0,0,0,1.0,0,0,0,0,1500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bolitoglossa_alvaradoi,unknown,EN,decreasing,Bolitoglossa_arborescandens,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,pachymandra,0.0,159.0,80.0,80.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,1150.0,arboreal,Terrestrial,0.0,0.0,0.0,0.0,0.0,0,0.0
Bolitoglossa_anthracina,unknown,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,0.0,0.0,70.0,70.0,15.91,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,1450.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Bolitoglossa_biseriata,unknown,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,1.5,80.86,49.0,49.0,7.48,4.99,4.87,8.04,8.46,0,0,0,1.0,0,0,0,0,470.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bolitoglossa_borburata,unknown,NT,stable,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,0.0,0.0,46.0,46.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0,0,0,2800.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bolitoglossa_bramei,unknown,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,1.0,82.11,39.1,41.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,2300.0,arboreal,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Bolitoglossa_capitana,unknown,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,0.0,0.0,0.0,86.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0,0,0,1780.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bolitoglossa_carri,unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,0.0,0.0,58.0,58.0,5.89,4.71,4.3,7.84,7.69,0,0,0,0.0,0,0,0,0,2070.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bolitoglossa_cataguana,unknown,unknown,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,1.4,75.3,40.4,43.9,0,0.0,0.0,0.0,0.0,0,13,1,0.0,0,0,0,0,2080.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Bolitoglossa_celaque,unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,1.2,93.3,62.0,62.0,6.04,4.88,4.99,8.64,9.59,0,0,0,1.0,0,0,0,0,2620.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bolitoglossa_centenorum,unknown,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,0.0,97.5,0.0,56.4,12.5,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,3250.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
