species,common_name,iucn_status_category,population_trend_category,synonyms,missing_seq,suborder,family,subfamily,genus,subgenus,SL_TL_ratio_snoutventtotaillength_ratio,TOTL_mm_totallength_quant,SL_male_mm_snoutventlength_quant,SL_female_mm_snoutventlength_quant,HL_mm_headlength_quant,SE_mm_snouteyelength_quant,BW_mm_bodywidth_quant,FLL_mm_forelimblength_quant,HLL_mm_hindlimblength_quant,presacral_vertebrae_count,costal_grooves_count,subdigitalpad_binary,webbed_toes_binary,maxillary_teeth_binary,premaxillary_teeth_binary,vomerine_teeth_male_binary,vomerine_teeth_female_binary,elevation_m_maxaltitude_quant,habit_category,habitat_cat_course,toes_count,fingers_count,cvalue_quant,ndiploid_count,HW,Clutch size,Egg size
Paramesotriton_deloustali,Tam Dao Salamander,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.05,216.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1900.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,50.48,0.0,0.0,256,0.0
Paramesotriton_fuzhongensis,Wanggao Warty Newt,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.05,196.0,88.0,80.0,34,0.0,0.0,29.0,30.0,0,0,0,0.0,0,0,0,0,1200.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,20.0,0,3.0
Paramesotriton_guangxiensis,Guangxi Warty Newt,EN,decreasing,Paramesotriton_guanxiensis,True,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.17,139.5,75.5,71.0,22.8,0.0,0.0,23.1,19.9,0,0,0,0.0,0,0,0,0,470.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,17.2,0,0.0
Paramesotriton_hongkongensis,Hong Kong Warty Newt,NT,decreasing,Paramesotriton_chinensis_ssp._hongkongensis,False,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.18,143.0,68.0,77.7,19.8,12.85,12.85,23.2,23.6,0,0,0,0.0,0,0,0,0,940.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,51.0,0.0,16.1,115,2.9
Paramesotriton_labiatus,Spotless Stout Newt,LC,decreasing,Pachytriton_labiatus,True,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.23,190.0,105.0,105.0,27.7,0.0,0.0,22.0,26.5,0,0,0,0.0,0,0,P,P,1800.0,Aquatic,Aquatic,5.0,4.0,47.25,0.0,24.0,40,4.0
Paramesotriton_longliensis,Longli Warty Newt,unknown,unknown,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.1,140.0,73.6,79.9,25.2,0.0,0.0,27.0,27.8,0,0,0,0.0,0,0,0,0,1200.0,Aquatic,Aquatic,5.0,4.0,0.0,0.0,18.1,0,0.0
Paramesotriton_yunwuensis,Yunwu Warty Newt,unknown,unknown,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.28,186.0,104.8,87.8,31.6,0.0,0.0,26.5,28.8,0,0,0,0.0,0,0,P,P,525.0,Aquatic,Aquatic,5.0,4.0,0.0,0.0,27.1,0,0.0
Paramesotriton_zhijinensis,Zhijin Warty Newt,unknown,unknown,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.3,126.9,73.4,68.3,21.7,0.0,0.0,21.6,24.8,0,0,0,0.0,1,0,P,P,1400.0,Aquatic,Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0
Parvimolge_townsendi,Townsend's Dwarf Salamander,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Parvimolge,unknown,0.495,39.1,19.34,19.34,4.17,2.24,2.13,3.99,4.1,0,13,0,1.0,1,1,1,1,1524.0,Terrestrial,Terrestrial,5.0,4.0,20.8,0.0,0.0,0,0.0
Phaeognathus_hubrichti,Red Hills Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Phaeognathus,unknown,0.938,221.0,121.0,121.0,14.68,9.24,8.9,9.8,12.2,22,21,0,1.0,0,0,P,P,110.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,12.0,0,0.0
Plethodon_ainsworthi,Ainsworth's Salamander,EX,unknown,unknown,True,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,ainsworthi,1.5,95.0,57.0,57.0,6.32,0.0,0.0,0.0,0.0,0,16,0,0.0,1,1,18,18,122.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Plethodon_albagula,Western Slimy Salamander,LC,stable,Plethodon_glutinosus_albagula,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.16,138.56,74.64,74.64,12.32,8.02,8.16,16.12,18.44,0,16,0,0.0,0,0,P,P,0.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,0.0,0.0,0.0,18,0.0
Plethodon_amplus,Blue Ridge Gray-cheeked Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.07,131.96,68.46,68.46,11.12,8.0,7.58,16.44,19.26,0,16,0,0.0,0,0,17,17,1109.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.0,0,0.0
Plethodon_angusticlavius,Ozark Zigzag Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,welleri,1.01,86.27,43.37,43.37,7.03,3.93,3.7,8.1,9.43,0,18,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,0.0,0.0,0.0,9,0.0
Plethodon_asupak,Scottbar Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,elongatus,1.18,135.0,60.7,67.2,17.9,2.2,0.0,12.5,15.9,0,17,0,0.0,1,1,15,15,1300.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.2,0,0.0
Plethodon_aureolus,Tellico Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.25,151.0,67.0,67.0,0,0.0,0.0,0.0,0.0,0,19,0,0.0,0,0,0,0,1622.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Plethodon_caddoensis,Caddo Mountain Salamander,NT,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.12,110.0,52.0,52.0,8.2,5.0,3.6,9.2,10.9,0,16,0,0.0,0,0,0,0,655.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,11,0.0
Plethodon_chattahoochee,Chattahoochee Slimy Salamander,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.05,128.4,75.0,75.0,14,0.0,0.0,14.0,15.0,17,16,0,0.0,0,0,14,14,1353.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,9.0,0,0.0
Plethodon_cheoah,Cheoah Bald Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.2,135.0,58.88,58.88,9.24,6.22,6.0,13.26,16.34,0,16,0,0.0,0,0,14,14,1543.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Plethodon_chlorobryonis,Atlantic Coast Slimy Salamander,unknown,unknown,Plethodon_glutinosus_chlorobryonis,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.89,110.66,69.0,62.5,10.37,5.87,5.93,12.2,14.9,0,16,0,0.0,0,0,17,17,12.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,8.9,19,0.0
Plethodon_cinereus,Redback Salamander,LC,stable,Plethodon_cinereus_cinereus,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,0.9,125.0,91.0,90.0,7.07,3.87,3.57,6.63,8.1,0,19,0,1.0,0,1,12,12,100.0,Terrestrial,Terrestrial,5.0,4.0,23.02777778,28.0,0.0,14,4.0
Plethodon_cylindraceus,White-spotted Slimy Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.04,172.0,88.0,88.0,13.15,8.01,8.02,16.65,20.03,0,16,0,0.0,0,0,P,P,1676.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Plethodon_dorsalis,Northern Zigzag Salamander,LC,stable,Plethodon_cinereus_dorsalis,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,welleri,1.12,110.0,40.93,40.93,6.7,3.77,3.32,7.33,8.9,0,18,0,1.0,0,0,11,11,762.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,5.5,10,4.0
Plethodon_dunni,Dunn's Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,vehiculum,1.03,154.0,61.54,61.54,10.26,6.46,5.7,12.26,15.24,0,15.5,0,0.0,0,0,8,13,1000.0,Terrestrial,Terrestrial,5.0,4.0,41.4,28.0,0.0,18,5.5
Plethodon_electromorphus,Northern Ravine Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,0.97,183.0,56.0,57.0,10,0.0,0.0,8.0,9.0,23,22,0,0.0,0,0,11,11,274.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.0,15,0.0
Plethodon_elongatus,Del Norte Salamander,NT,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,elongatus,0.88,150.0,75.0,75.0,9.5,5.0,4.45,9.1,10.65,0,18,0,1.0,0,0,6,6,1600.0,Terrestrial,Terrestrial,5.0,4.0,32.915,28.0,8.0,11,10.0
Plethodon_fourchensis,Fourche Mountain Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.98,178.0,78.0,78.0,15,0.0,0.0,0.0,0.0,17,16,0,0.0,0,0,0,0,730.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,15.0,14,0.0
Plethodon_glutinosus,Slimy Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.9,188.0,89.0,89.0,12.86,7.68,7.71,16.2,18.91,0,16,0,1.0,0,0,13,13,1500.0,Terrestrial,Terrestrial,5.0,4.0,29.02428571,28.0,0.0,34,5.5
Plethodon_grobmani,Southeastern Slimy Salamander,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.82,117.67,69.0,69.0,11.11,6.57,6.21,13.06,16.16,0,14.5,0,0.0,0,0,0,0,160.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,8.2,11,0.0
Plethodon_hoffmani,Valley And Ridge Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,0.95,137.0,49.62,49.62,7.58,4.18,3.66,7.58,9.61,0,20.5,0,0.0,0,0,0,0,1402.0,Terrestrial,Terrestrial,5.0,4.0,21.4,28.0,0.0,8,4.0
Plethodon_hubrichti,Peaks Of Otter Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,0.79,131.0,53.83,53.83,8.2,4.81,4.16,9.38,11.6,0,19,0,1.0,0,0,6,6,550.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.0,15,0.0
Plethodon_idahoensis,Coeur D'Alene Salamander,LC,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,vandykei,1.29,89.1,48.0,48.0,8.65,4.85,4.35,9.95,11.6,0,13.5,0,1.0,0,0,10,10,1500.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,8.0,12,0.0
Plethodon_jordani,Red-cheeked Salamander,NT,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.07,140.0,59.5,70.0,10.8,7.66,7.66,16.16,19.0,0,15.5,0,0.0,0,0,10,10,2024.0,0,0,5.0,4.0,28.96666667,28.0,9.0,0,0.0
Plethodon_kentucki,Cumberland Plateau Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.24,168.0,75.0,75.0,11.7,6.97,5.95,14.9,17.9,0,15,0,0.0,0,0,4,15,1265.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,8.4,12,0.0
Plethodon_kiamichi,Kiamichi Slimy Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.99,131.5,83.0,83.0,17,0.0,0.0,15.0,16.0,0,16.5,0,0.0,0,0,24,24,640.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,11.0,0,0.0
Plethodon_kisatchie,Louisiana Slimy Salamander,LC,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.05,125.0,73.0,73.0,13,0.0,0.0,12.0,13.0,0,16,0,0.0,0,0,15,15,30.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,8.0,0,0.0
Plethodon_larselli,Larch Mountain Salamander,NT,stable,Plethodon_vandykei_larselli,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,neomexicanus,1.33,105.0,45.0,50.0,0,0.0,0.0,0.0,0.0,0,15,0,1.0,0,0,0,0,1200.0,Terrestrial,Terrestrial,5.0,4.0,48.55,28.0,0.0,11,4.3
Plethodon_meridianus,South Mountain Gray-cheeked Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.96,180.0,73.92,73.92,11.68,8.02,8.36,17.28,19.38,0,16,0,0.0,0,0,20,230,823.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,11.0,0,0.0
Plethodon_metcalfi,Southern Gray-cheeked Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.15,140.22,50.0,50.0,12.62,7.82,7.58,16.06,19.74,0,14,0,0.0,0,0,P,P,256.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Plethodon_mississippi,Mississippi Slimy Salamander,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.01,133.22,67.52,67.52,11.59,6.85,6.68,13.6,16.53,0,16,0,0.0,0,0,21,21,177.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.0,0,0.0
Plethodon_montanus,Northern Gray-cheeked Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.97,122.0,65.0,65.0,9.16,6.44,6.02,13.66,15.84,0,16.5,0,0.0,0,0,14,14,1543.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,9.0,0,0.0
Plethodon_neomexicanus,Jemez Mountains Salamander,NT,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,neomexicanus,1.09,118.62,62.05,62.05,9.96,5.24,4.79,9.86,11.23,0,18,0,1.0,0,0,11,11,2900.0,Terrestrial,Terrestrial,5.0,4.0,30.7,28.0,8.9,12,7.3
Plethodon_nettingi,Cheat Mountain Salamander,NT,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,1.09,90.0,45.05,46.0,10.5,4.33,3.42,8.36,10.33,0,18,0,0.0,0,0,7,7,1067.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,6.0,17,4.0
Plethodon_ocmulgee,Central Georgia Slimy Salamander,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.24,114.6,81.0,81.0,15,0.0,0.0,14.0,15.0,0,16,0,0.0,0,0,6,6,49.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,9.0,0,0.0
Plethodon_ouachitae,Rich Mountain Salamander,NT,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.98,112.4,57.3,57.3,11.4,6.9,5.45,13.3,16.05,0,16,0,0.0,0,0,13,13,869.0,Terrestrial,Terrestrial,5.0,4.0,33.7,28.0,9.0,23,3.0
Plethodon_petraeus,Pigeon Mountain Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.93,183.0,80.0,85.0,19,0.0,0.0,22.0,25.0,0,16,0,1.0,0,0,12,12,310.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,0.0,0.0,10.0,0,0.0
Plethodon_punctatus,White-spotted Salamander,NT,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,wehrlei,0.84,170.0,49.0,59.0,11.45,6.81,5.99,14.69,17.51,0,17.5,0,0.0,0,0,0,0,1500.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,0.0,0.0,0.0,16,0.0
Plethodon_richmondi,Ravine Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,1.0,145.0,60.0,60.0,12,4.08,3.72,6.5,8.17,0,20.5,0,1.0,0,0,6,6,1300.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,20.65,28.0,6.0,15,3.0
Plethodon_savannah,Eastern Georgia Slimy Salamander,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.07,139.0,69.0,69.0,15,0.0,0.0,13.0,16.0,0,15.5,0,0.0,0,0,11,11,101.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.0,0,0.0
Plethodon_sequoyah,Sequoyah Slimy Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.9,136.0,78.0,78.0,14,0.0,0.0,14.0,15.0,0,15,0,0.0,0,0,9,9,140.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,9.0,0,0.0
Plethodon_serratus,Southern Redback Salamander,LC,stable,Plethodon_cinereus_serratus,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,1.0,105.0,40.43,40.43,6.7,3.87,3.33,6.73,7.93,0,19,0,0.0,0,0,5,5,1686.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,7,4.5
Plethodon_shenandoah,Shenandoah Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,1.0,105.0,46.9,46.9,7.8,4.48,3.92,9.0,11.1,0,18,0,0.0,0,0,P,P,1143.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,18.2,28.0,0.0,19,0.0
Plethodon_sherando,Big Levels Salamander,VU,unknown,unknown,True,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,0.85,95.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,18,0,0.0,0,0,0,0,1091.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Plethodon_shermani,Red-legged Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.86,121.52,59.56,59.56,9.4,6.3,7.1,13.24,15.0,0,16,0,0.0,0,0,P,P,1371.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.0,0,0.0
Plethodon_stormi,Siskiyou Mountains Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,elongatus,1.0,140.0,70.0,70.0,0,0.0,0.0,0.0,0.0,0,17,0,0.0,0,0,P,P,1078.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,18,5.2
Plethodon_teyahalee,Southern Appalachian Salamander,LC,stable,Plethodon_oconaluftee,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.86,172.0,77.68,77.68,12.5,7.78,7.03,16.4,20.88,0,16,0,0.0,0,0,10,10,1550.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Plethodon_vandykei,Van Dyke's Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,vandykei,1.07,97.57,53.7,53.7,8.7,5.97,5.03,12.83,15.17,0,14,0,1.0,0,0,11,11,1560.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,69.3,28.0,7.5,14,5.0
Plethodon_variolatus,South Carolina Slimy Salamander,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.12,113.4,72.0,72.0,0,0.0,0.0,0.0,0.0,0,16,0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0,5.3
Plethodon_vehiculum,Western Redback Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,vehiculum,1.1,101.94,55.47,55.47,10,5.23,4.8,9.93,12.07,0,16,0,1.0,0,0,7,7,1250.0,Terrestrial,Terrestrial,5.0,4.0,37.935,28.0,7.0,16,5.0
Plethodon_ventralis,Southern Zigzag Salamander,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,welleri,1.3,76.59,41.16,41.16,6.48,3.9,3.21,7.08,8.7,19,18.5,0,1.0,0,0,6,6,549.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,4.5,0,0.0
Plethodon_virginia,Shenandoah Mountain Salamander,NT,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,0.87,129.0,57.0,57.0,10,0.0,0.0,9.0,11.0,0,20,0,0.0,0,0,11,11,1200.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.0,5,0.0
Plethodon_websteri,Webster's Salamander,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,welleri,1.21,82.0,45.0,45.0,0,0.0,0.0,0.0,0.0,0,18,0,0.0,0,0,0,0,274.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,8,3.0
Plethodon_wehrlei,Wehrle's Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,wehrlei,0.93,152.0,65.0,65.0,13.5,5.84,4.98,12.19,14.69,0,16.5,0,1.0,0,0,6,6,1446.0,Terrestrial,Terrestrial,5.0,4.0,24.2,28.0,7.5,19,5.0
Plethodon_welleri,Weller's Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,welleri,1.17,79.0,42.7,42.7,10,4.1,3.78,7.77,9.74,0,16,0,1.0,0,0,6,6,1737.0,Terrestrial,Terrestrial,5.0,4.0,22.6,28.0,10.5,10,5.6
Plethodon_yonahlossee,Yonahlossee Salamander,LC,stable,Plethodon_longicrus,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.22,220.0,81.2,81.2,17,9.08,8.44,20.06,24.08,0,15.5,0,0.0,0,0,17,17,1737.0,Terrestrial,Terrestrial,5.0,4.0,30.75,28.0,0.0,24,0.0
Pleurodeles_nebulosus,Algerian Ribbed Newt,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Pleurodeles,unknown,0.8,230.0,82.5,82.5,19.8,0.0,0.0,24.0,21.5,14,0,0,0.0,0,0,0,0,689.0,Aquatic,Aquatic,5.0,4.0,27.3,0.0,15.6,0,0.0
Pleurodeles_poireti,Edough Ribbed Newt,EN,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Pleurodeles,unknown,0.75,129.0,59.0,59.0,13.1,0.0,0.0,20.0,15.3,14,0,0,0.0,0,0,0,0,325.0,Aquatic,Aquatic,5.0,4.0,0.0,0.0,10.0,0,0.0
Pleurodeles_waltl,Sharp-ribbed Salamander,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Pleurodeles,unknown,0.9,312.0,90.425,90.425,20.837,11.588,19.387999999999998,24.25,29.561999999999998,15,0,0,0.0,0,0,0,0,1200.0,Aquatic,Aquatic,5.0,4.0,20.44,24.0,0.0,1300,2.0
Proteus_anguinus,Olm,VU,decreasing,unknown,False,Salamandroidea,Proteidae,unknown,Proteus,unknown,0.96,300.0,146.8,146.8,14.1,8.6,6.4,17.8,15.2,0,25.5,0,0.0,0,0,0,0,100.0,troglodtytic-aquatic,Aquatic,2.0,3.0,49.395,38.0,0.0,70,9.0
Pseudobranchus_axanthus,Narrow-striped Dwarf Siren,LC,decreasing,unknown,False,Sirenoidea,Sirenidae,unknown,Pseudobranchus,unknown,1.4,250.0,102.0,102.0,11,3.68,3.76,3.76,0.0,0,37,0,0.0,0,1,0,0,20.0,Aquatic,Aquatic,0.0,3.0,48.0,0.0,6.0,36,3.1
Pseudobranchus_striatus,Dwarf Siren,LC,decreasing,unknown,False,Sirenoidea,Sirenidae,unknown,Pseudobranchus,unknown,1.4,220.0,84.0,84.0,13,0.0,0.0,0.0,0.0,0,36,0,0.0,0,1,0,0,3130.0,Aquatic,Aquatic,0.0,3.0,46.79333333,48.0,6.0,11,3.0
Pseudoeurycea_ahuitzotl,Imperial Salamander,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.08,129.3,67.0,67.0,14,0.0,8.5,18.4,17.7,0,11,0,1.0,1,1,23,23,3296.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Pseudoeurycea_altamontana,Morelos Salamander,EN,decreasing,"Oedipus_altamontanus, Bolitoglossa_altamontana ",False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.06,79.65,48.0,48.0,7.55,5.25,5.9,11.1,12.1,0,0,0,0.0,0,0,0,0,3000.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pseudoeurycea_amuzga,Sierra de Malinaltepec Salamander ,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.07,85.59,51.0,51.0,12,0.0,0.0,11.5,12.2,0,0,0,0.0,1,0,18,18,1740.0,Terrestrial,Terrestrial,0.0,4.0,0.0,0.0,0.0,0,0.0
Pseudoeurycea_anitae,Anita's Salamander,CR,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.07,90.0,50.0,50.0,12,5.99,6.87,11.77,12.52,0,13,0,1.0,59,6,24,24,2100.0,Terrestrial-Trogodytic,Terrestrial,5.0,4.0,0.0,0.0,8.8,0,0.0
Pseudoeurycea_aquatica,unknown,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,81.5,152.0,70.5,68.4,16.8,4.3,9.7,17.4,20.9,0,0,0,0.0,17,3,8,8,2103.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0
Pseudoeurycea_aurantia,Pe�a Verde Salamander,VU,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.08,95.88,51.0,51.0,11.2,2.4,6.3,10.0,12.7,0,13,0,0.0,63,3,21.5,18.5,2805.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Pseudoeurycea_bellii,Bell's False Brook Salamander,VU,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.2,290.0,140.0,140.0,14.15,9.83,9.03,17.4,18.08,0,13,0,1.0,0,0,1,1,3300.0,Terrestrial,Terrestrial,5.0,4.0,46.6,26.0,0.0,22.3,0.0
